time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452550000	4.26255	18.5613	4.64506	3.86745	0.505886	radar	0.0148902	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.15575	18.4102	4.50644	3.91677	0.544264	lidar	0.00120909	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.95514	18.2384	4.94664	3.9422	0.56055	radar	0.113982	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65033	18.0942	5.1623	3.90117	0.456681	lidar	0.0044711	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49801	17.947	4.84141	3.91624	0.429942	radar	0.0566111	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24632	17.7814	4.99612	3.90156	0.375452	lidar	0.00154138	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.04913	17.5984	5.21402	3.92414	0.393871	radar	0.0293578	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88099	17.4792	5.10429	3.92985	0.378879	lidar	0.00450642	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.72656	17.2635	5.28548	3.97851	0.435303	radar	0.0390509	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.5519	17.0695	5.28092	3.99947	0.434385	lidar	9.89337e-06	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.39609	16.9066	4.90742	4.00483	0.39221	radar	0.0872157	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24089	16.7381	4.87788	4.02037	0.387834	lidar	0.000355447	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06474	16.5401	4.83046	4.02858	0.363451	radar	0.0339987	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91102	16.312	4.89169	4.05654	0.374583	lidar	0.00165694	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76469	16.1351	4.77495	4.0676	0.358696	radar	0.0111221	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54771	15.9716	4.86412	4.04328	0.298175	lidar	0.00176571	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.40953	15.7379	5.15878	4.0859	0.354597	radar	0.0722326	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23079	15.5136	5.23205	4.09366	0.338638	lidar	0.00047808	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.06665	15.3224	5.13088	4.09429	0.309484	radar	0.0150174	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.8395	15.099	5.28957	4.07518	0.257126	lidar	0.00175925	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.699479	14.921	5.05482	4.07973	0.235045	radar	0.0411541	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.628795	14.7133	4.92251	4.12904	0.289927	lidar	0.00134456	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.505348	14.4695	5.17685	4.16538	0.333084	radar	0.0551388	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.32337	14.2415	5.26832	4.15998	0.29999	lidar	0.00059583	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.173737	13.9865	5.55902	4.18421	0.326922	radar	0.0497803	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212627	13.7353	5.29234	4.28831	0.456455	lidar	0.00704417	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.100433	13.4928	5.36309	4.30971	0.4571	radar	0.00462819	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0797236	13.2524	5.45541	4.29269	0.397733	lidar	0.00140057	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.196744	13.0383	5.16969	4.29519	0.360559	radar	0.0599051	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.157734	12.8242	4.94757	4.38113	0.463854	lidar	0.00500816	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.266424	12.5993	4.79778	4.38416	0.427742	radar	0.0272158	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.394822	12.3699	4.85859	4.37783	0.386134	lidar	0.000679591	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.51135	12.162	4.82048	4.3721	0.348197	radar	0.019297	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.586251	11.952	4.78555	4.38917	0.348782	lidar	0.000291931	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.712512	11.7212	4.84811	4.37823	0.306164	radar	6.85039e-05	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.938662	11.4727	5.03665	4.31368	0.186789	lidar	0.00560728	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0321	11.2486	4.85568	4.31682	0.1673	radar	0.0300987	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22775	11.0227	4.98854	4.26894	0.085291	lidar	0.00262805	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31438	10.772	5.25839	4.30014	0.14176	radar	0.0632433	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.45247	10.5106	5.34505	4.29203	0.118686	lidar	0.000582357	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.56036	10.2415	5.50323	4.30708	0.139089	radar	0.0211533	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63979	10.0333	5.37814	4.32346	0.155134	lidar	0.00180618	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.72563	9.8059	5.22898	4.33271	0.152101	radar	0.0110439	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78127	9.5933	5.11365	4.35774	0.179125	lidar	0.000951959	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.91507	9.33227	5.35017	4.35059	0.163159	radar	0.0160348	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.99691	9.03135	5.43062	4.37066	0.177748	lidar	0.00275892	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.07266	8.81449	5.18321	4.37568	0.162113	radar	0.0385496	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16629	8.5641	5.20711	4.37998	0.156135	lidar	3.91348e-05	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.31154	8.30091	5.33106	4.35807	0.111283	radar	3.62913e-06	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33119	8.08026	5.17336	4.3982	0.164198	lidar	0.00159083	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37187	7.87805	5.014	4.42163	0.188196	radar	0.0386802	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49862	7.62214	5.12294	4.40347	0.146361	lidar	0.000883817	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66632	7.3828	5.04734	4.35288	0.0435059	radar	0.0486714	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77534	7.12873	5.11382	4.34603	0.0289957	lidar	0.000277649	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82459	6.89862	5.17046	4.37891	0.0919793	radar	0.0271189	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84101	6.70844	4.94688	4.4141	0.139637	lidar	0.0023898	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.872	6.50476	4.65039	4.43073	0.140198	radar	0.0274719	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92974	6.2739	4.65766	4.44163	0.145232	lidar	0.00010396	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06774	6.01348	4.92185	4.41475	0.0995136	radar	0.0108662	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16995	5.72492	5.08421	4.4068	0.076779	lidar	0.00186004	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28363	5.47475	5.01032	4.37847	0.00826424	radar	0.0337834	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.39479	5.20522	5.13512	4.36612	-0.0121122	lidar	0.000700665	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45796	4.95971	5.18813	4.38728	0.033732	radar	0.0126653	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.5972	4.65884	5.42775	4.36534	-0.0018746	lidar	0.00200398	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.70807	4.40156	5.36404	4.34283	-0.0576991	radar	0.0270738	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.86267	4.1115	5.58166	4.3176	-0.0888262	lidar	0.00163024	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.92562	3.88025	5.50327	4.34698	-0.0120386	radar	0.0320492	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98291	3.66644	5.2995	4.35877	0.00355159	lidar	0.00120708	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06323	3.48672	5.02908	4.34725	-0.0299655	radar	0.0274682	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15522	3.24379	5.05735	4.34588	-0.0299296	lidar	3.23848e-05	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27704	2.97868	5.17769	4.32749	-0.0680565	radar	0.0062055	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37681	2.691	5.32695	4.32893	-0.061774	lidar	0.00113468	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45817	2.44557	5.29673	4.34097	-0.0259567	radar	0.00700351	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57021	2.16649	5.42845	4.33904	-0.0245675	lidar	0.000474396	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67514	1.94462	5.35169	4.30846	-0.109651	radar	0.0380298	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.80182	1.64935	5.54876	4.3051	-0.101497	lidar	0.00109896	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92267	1.39823	5.57015	4.291	-0.123236	radar	0.00296792	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9734	1.19281	5.3128	4.29324	-0.12416	lidar	0.00439371	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06025	1.00272	5.08174	4.2883	-0.117276	radar	0.00678842	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11478	0.790153	4.94898	4.29229	-0.111846	lidar	0.00268473	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21858	0.45775	5.33268	4.30722	-0.0820386	radar	0.0201178	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29146	0.225714	5.25009	4.30928	-0.0781393	lidar	0.00114224	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.4054	0.00589945	4.9291	4.30386	-0.0696625	radar	156.971	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47051	-0.220183	4.88937	4.31029	-0.0586864	lidar	0.00111086	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.59068	-0.373131	4.8038	4.26878	-0.138284	radar	0.00932638	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72279	-0.541885	4.70745	4.23791	-0.176588	lidar	0.00139441	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84056	-0.785956	5.05237	4.21802	-0.220844	radar	0.0831912	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94059	-1.08662	5.23496	4.24071	-0.162274	lidar	0.00240483	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02766	-1.3745	5.31102	4.26559	-0.103764	radar	0.0117532	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16893	-1.57794	5.24378	4.23872	-0.138883	lidar	0.000848692	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31073	-1.83093	5.55915	4.21578	-0.18531	radar	0.0632231	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.4219	-2.09826	5.59947	4.22272	-0.15938	lidar	0.000446059	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5725	-2.28701	5.33628	4.19489	-0.181977	radar	0.0283746	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72555	-2.49091	5.28825	4.16858	-0.209771	lidar	0.000415661	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88242	-2.69878	5.26732	4.14458	-0.231274	radar	0.00589501	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.97012	-2.98963	5.3742	4.17853	-0.158239	lidar	0.00269233	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09813	-3.20966	5.23328	4.17457	-0.145707	radar	0.0115723	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22238	-3.38947	5.12788	4.15402	-0.170429	lidar	0.00118104	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36738	-3.64887	5.2337	4.15838	-0.147067	radar	0.0338206	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53096	-3.75538	5.01649	4.09743	-0.236704	lidar	0.00470143	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67707	-3.96389	5.1138	4.08458	-0.242075	radar	0.00856879	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.82863	-4.20468	5.18317	4.08597	-0.218977	lidar	0.000573587	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97959	-4.42476	5.17451	4.08091	-0.207901	radar	0.00309297	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13837	-4.67573	5.2623	4.08567	-0.1819	lidar	0.00104136	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27821	-4.87084	4.97247	4.08219	-0.163963	radar	0.0550723	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40232	-5.08966	4.98451	4.09018	-0.139239	lidar	0.000297357	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55511	-5.23871	4.80784	4.06127	-0.171547	radar	0.0155724	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.73998	-5.43697	4.86339	4.04082	-0.187605	lidar	0.00145254	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90257	-5.63201	4.92857	4.02859	-0.192647	radar	0.0049951	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0548	-5.81832	4.91806	4.01889	-0.193031	lidar	2.63744e-05	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19802	-5.95926	4.72951	3.99689	-0.211237	radar	0.049023	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37307	-6.04421	4.59571	3.93958	-0.283817	lidar	0.0031897	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55427	-6.22659	4.75752	3.92472	-0.285392	radar	0.0255521	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.6851	-6.45349	4.80366	3.95196	-0.223083	lidar	0.00133647	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91675	-6.60946	5.03786	3.905	-0.279017	radar	0.0682666	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1231	-6.78564	5.07427	3.88345	-0.289326	lidar	0.000502637	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3116	-6.94225	5.08065	3.86258	-0.299587	radar	0.00434977	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5448	-7.1392	5.18213	3.84588	-0.299897	lidar	0.00270655	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7556	-7.27106	5.12832	3.81073	-0.330024	radar	0.00265697	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0051	-7.44497	5.21973	3.78466	-0.342144	lidar	0.00243659	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1939	-7.57685	5.02467	3.76438	-0.347285	radar	0.0318357	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.33	-7.74086	4.94406	3.77976	-0.300833	lidar	0.00275687	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.527	-7.86169	4.90213	3.75402	-0.317066	radar	0.0107149	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6995	-7.96463	4.81535	3.73104	-0.328841	lidar	0.00196421	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8912	-8.07349	4.63144	3.70605	-0.341993	radar	0.0218197	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0994	-8.1607	4.61344	3.66838	-0.372155	lidar	0.000390765	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3365	-8.28656	5.02024	3.64657	-0.373838	radar	0.104915	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5406	-8.37284	4.9613	3.61692	-0.390548	lidar	0.00107191	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7446	-8.45327	4.70047	3.58472	-0.412062	radar	0.0464009	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.026	-8.54605	4.81846	3.54043	-0.445211	lidar	0.00336138	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2863	-8.63893	5.0288	3.51071	-0.452958	radar	0.0369234	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5053	-8.69159	4.97516	3.47456	-0.473148	lidar	0.0011453	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7171	-8.72719	4.67427	3.42954	-0.510555	radar	0.072298	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9319	-8.85193	4.68793	3.43884	-0.460081	lidar	0.00139874	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1995	-8.93268	5.08211	3.42011	-0.446147	radar	0.0970371	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4192	-9.0651	5.06141	3.43866	-0.387286	lidar	0.0012771	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6452	-9.13658	4.90373	3.42034	-0.389029	radar	0.0148367	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9407	-9.1267	4.99502	3.34772	-0.465399	lidar	0.00215224	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2048	-9.19639	5.03685	3.33175	-0.455055	radar	0.0393818	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4654	-9.33055	5.08534	3.35399	-0.390634	lidar	0.00446358	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7001	-9.3661	4.8217	3.32287	-0.415115	radar	0.050712	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.95	-9.45725	4.85757	3.32659	-0.380296	lidar	0.00167931	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1979	-9.47121	4.80365	3.28883	-0.409828	radar	0.00450644	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4469	-9.45797	4.82233	3.24179	-0.447805	lidar	0.000618832	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6539	-9.46939	4.72307	3.21852	-0.450039	radar	0.0445581	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.945	-9.44131	4.84362	3.16371	-0.496649	lidar	0.00171742	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1982	-9.50546	5.00726	3.17779	-0.432895	radar	0.0533578	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4626	-9.52351	5.03754	3.16075	-0.426627	lidar	0.0003631	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7189	-9.51466	4.93456	3.12821	-0.449132	radar	0.0191128	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9756	-9.47626	4.96725	3.08728	-0.475551	lidar	0.000270228	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2156	-9.44369	4.8663	3.05131	-0.498657	radar	0.00898843	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3971	-9.50784	4.69604	3.08032	-0.421166	lidar	0.00264228	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6326	-9.4995	4.85056	3.07041	-0.396577	radar	0.0268702	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8873	-9.48422	4.87835	3.05218	-0.394658	lidar	0.000211469	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1161	-9.44698	4.91993	3.02935	-0.394508	radar	0.0324105	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3789	-9.30427	5.02252	2.94753	-0.483006	lidar	0.00362576	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6111	-9.22706	4.88172	2.90227	-0.523773	radar	0.0208039	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8723	-9.08694	4.99881	2.83317	-0.584824	lidar	0.00156692	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1179	-8.97181	5.0899	2.78757	-0.604329	radar	0.00666303	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2446	-9.17392	4.5417	2.90975	-0.388774	lidar	0.0215145	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4828	-9.13951	4.66925	2.90624	-0.3598	radar	0.0195587	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7144	-9.02356	4.73616	2.85723	-0.403813	lidar	0.00103118	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9582	-8.94347	4.74455	2.82907	-0.419533	radar	0.0153251	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.151	-8.87627	4.66869	2.81179	-0.413012	lidar	0.000747081	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3836	-8.79425	4.65133	2.78642	-0.424958	radar	0.0158372	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5661	-8.78144	4.50049	2.80111	-0.372706	lidar	0.00136889	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7474	-8.6623	4.25902	2.74534	-0.443536	radar	0.0639867	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9501	-8.5717	4.28229	2.72053	-0.447632	lidar	4.29213e-05	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1614	-8.46926	4.49281	2.70368	-0.425051	radar	0.0263679	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4076	-8.34554	4.61957	2.67222	-0.441428	lidar	0.00142756	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5935	-8.24138	4.51554	2.64485	-0.455142	radar	0.00756581	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8662	-7.9348	4.95625	2.52723	-0.590715	lidar	0.00969252	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0576	-7.78145	4.80225	2.47539	-0.646843	radar	0.0396214	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2925	-7.58527	4.97945	2.42846	-0.668396	lidar	0.00181714	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5	-7.43287	5.16172	2.42641	-0.594173	radar	0.0431862	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6554	-7.31331	4.98654	2.41378	-0.570257	lidar	0.00113593	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8534	-7.13572	5.08639	2.39018	-0.554586	radar	0.00446215	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9952	-7.09311	4.7329	2.41012	-0.488156	lidar	0.00405859	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
